roe,roa,debt_to_equity,current_ratio,operating_margin,net_margin,gross_margin,revenue_ttm,net_income,free_cash_flow,pe_ratio,market_cap,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,perf_1y,ticker,nse_symbol,fetched_at
,,,,19.9214223126714,,,17985505920.0,,,,,5.827398728845999,-2.9630669849740237,11.776124231640237,46.42932824751008,14.593698175787727,58.23219601557133,VEDL.NS,VEDL,2026-04-06
,,,,4.70279560189689,,,11991163441.2,,,,,6.682626538987695,0.3667953667953624,2.5443786982248553,17.46497966561229,6.029911624745075,32.650110563020924,SAIL.NS,SAIL,2026-04-06
,,,,29.5706278047118,,,2797423950.4,,,,,6.300653594771233,4.2564102564102475,-3.1328171530673132,6.300653594771233,-2.224359745100407,16.188026860980138,NMDC.NS,NMDC,2026-04-06
,,,,45.9075557265771,,,3495628461.2000003,,,,,2.5433962264150978,-8.750839489590327,-8.812080536912749,-2.908389309704162,-7.747148288973378,13.60367892976589,ADANIPORTS.NS,ADANIPORTS,2026-04-06
,,,,8.82659422770296,,,29887450972.800003,,,,,3.3714285714285714,-9.887920298879203,-12.8822537924392,-3.002680965147453,-11.54034229828851,6.411764705882353,LT.NS,LT,2026-04-06
,,,,18.9626213455556,,,21614332396.2,,,,,-4.224598930481286,-4.986737400530507,2.372106316090315,5.585851142225494,8.611279563371733,-0.18113417862617642,NTPC.NS,NTPC,2026-04-06
,,,,55.3549962708013,,,5262653865.2,,,,,-1.2155452833418974,-3.8173028838139653,8.458646616541353,-0.6371620458067927,9.238924649753871,-3.8333333333333335,POWERGRID.NS,POWERGRID,2026-04-06
,,,,14.0726231801148,,,7615640536.400001,,,,,-0.27559055118110537,1.319999999999997,-2.288800308602297,-2.9501915708812287,-0.013157894736845097,-1.0031266284523248,TATAPOWER.NS,TATAPOWER,2026-04-06
,,,,19.6858578275683,,,1210684239.2,,,,,2.2808174027686263,-2.8509412697750025,8.005011833495754,17.64943763427272,4.861455282721337,54.13245033112584,CUMMINSIND.NS,CUMMINSIND,2026-04-06
,,,,3.63621682195871,,,3290344956.0,,,,,-3.21150389454763,-5.550574936659524,-19.41802460924509,-1.037369818256072,-16.0103986135182,10.805743552222424,BHEL.NS,BHEL,2026-04-06
,,,,9.51574490605981,,,7064731440.0,,,,,6.9685438863521005,-0.7835294117647101,3.3580900556413464,21.378814047207825,3.7650417107562077,36.06647305582445,TITAN.NS,TITAN,2026-04-06
,,,,14.7728179964405,,,3962226988.0,,,,,-1.386537317530782,-4.7176902330105595,-23.581560283687942,-8.686440677966102,-22.367520443820023,-8.274453051843027,ASIANPAINT.NS,ASIANPAINT,2026-04-06
