date,FII_Net,DII_Net,FII_Monthly,DII_Monthly,Month
2023-10-31,-1320.76,1141.18,-29056.61,25105.86,Oct-23
2023-11-01,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-02,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-03,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-06,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-07,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-08,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-09,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-10,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-13,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-14,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-15,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-16,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-17,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-20,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-21,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-22,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-23,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-24,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-27,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-28,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-29,177.36,578.2,3901.82,12720.36,Nov-23
2023-11-30,177.36,578.2,3901.82,12720.36,Nov-23
2023-12-01,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-04,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-05,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-06,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-07,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-08,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-11,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-12,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-13,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-14,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-15,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-18,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-19,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-20,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-21,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-22,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-25,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-26,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-27,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-28,1521.89,616.3,31959.78,12942.25,Dec-23
2023-12-29,1521.89,616.3,31959.78,12942.25,Dec-23
2024-01-01,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-02,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-03,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-04,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-05,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-08,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-09,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-10,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-11,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-12,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-15,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-16,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-17,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-18,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-19,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-22,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-23,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-24,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-25,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-26,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-29,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-30,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-01-31,-1564.26,1162.77,-35977.87,26743.63,Jan-24
2024-02-01,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-02,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-05,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-06,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-07,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-08,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-09,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-12,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-13,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-14,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-15,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-16,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-19,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-20,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-21,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-22,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-23,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-26,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-27,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-28,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-02-29,-760.13,1208.54,-15962.72,25379.3,Feb-24
2024-03-01,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-04,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-05,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-06,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-07,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-08,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-11,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-12,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-13,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-14,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-15,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-18,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-19,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-20,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-21,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-22,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-25,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-26,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-27,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-28,157.83,2681.5,3314.47,56311.6,Mar-24
2024-03-29,157.83,2681.5,3314.47,56311.6,Mar-24
2024-04-01,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-02,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-03,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-04,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-05,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-08,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-09,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-10,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-11,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-12,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-15,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-16,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-17,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-18,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-19,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-22,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-23,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-24,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-25,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-26,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-29,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-04-30,-1622.37,2008.47,-35692.19,44186.28,Apr-24
2024-05-01,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-02,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-03,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-06,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-07,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-08,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-09,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-10,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-13,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-14,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-15,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-16,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-17,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-20,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-21,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-22,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-23,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-24,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-27,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-28,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-29,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-30,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-05-31,-1835.4,2423.18,-42214.28,55733.04,May-24
2024-06-03,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-04,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-05,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-06,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-07,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-10,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-11,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-12,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-13,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-14,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-17,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-18,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-19,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-20,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-21,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-24,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-25,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-26,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-27,101.87,1431.66,2037.47,28633.15,Jun-24
2024-06-28,101.87,1431.66,2037.47,28633.15,Jun-24
2024-07-01,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-02,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-03,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-04,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-05,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-08,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-09,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-10,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-11,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-12,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-15,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-16,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-17,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-18,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-19,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-22,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-23,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-24,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-25,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-26,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-29,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-30,235.12,1021.13,5407.83,23486.02,Jul-24
2024-07-31,235.12,1021.13,5407.83,23486.02,Jul-24
2024-08-01,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-02,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-05,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-06,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-07,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-08,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-09,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-12,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-13,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-14,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-15,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-16,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-19,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-20,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-21,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-22,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-23,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-26,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-27,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-28,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-29,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-08-30,-924.51,2280.68,-20339.26,50174.86,Aug-24
2024-09-02,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-03,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-04,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-05,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-06,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-09,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-10,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-11,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-12,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-13,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-16,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-17,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-18,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-19,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-20,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-23,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-24,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-25,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-26,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-27,600.56,1469.4,12611.79,30857.3,Sep-24
2024-09-30,600.56,1469.4,12611.79,30857.3,Sep-24
2024-10-01,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-02,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-03,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-04,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-07,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-08,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-09,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-10,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-11,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-14,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-15,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-16,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-17,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-18,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-21,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-22,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-23,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-24,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-25,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-28,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-29,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-30,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-10-31,-4975.91,4663.25,-114445.89,107254.68,Oct-24
2024-11-01,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-04,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-05,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-06,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-07,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-08,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-11,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-12,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-13,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-14,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-15,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-18,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-19,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-20,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-21,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-22,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-25,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-26,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-27,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-28,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-11-29,-2189.24,2118.28,-45974.12,44483.86,Nov-24
2024-12-02,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-03,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-04,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-05,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-06,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-09,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-10,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-11,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-12,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-13,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-16,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-17,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-18,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-19,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-20,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-23,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-24,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-25,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-26,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-27,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-30,-771.93,1554.31,-16982.48,34194.73,Dec-24
2024-12-31,-771.93,1554.31,-16982.48,34194.73,Dec-24
2025-01-01,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-02,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-03,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-06,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-07,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-08,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-09,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-10,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-13,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-14,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-15,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-16,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-17,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-20,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-21,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-22,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-23,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-24,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-27,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-28,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-29,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-30,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-01-31,-3798.9,3764.86,-87374.66,86591.8,Jan-25
2025-02-03,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-04,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-05,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-06,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-07,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-10,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-11,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-12,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-13,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-14,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-17,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-18,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-19,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-20,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-21,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-24,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-25,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-26,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-27,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-02-28,-2949.4,3242.66,-58988.08,64853.19,Feb-25
2025-03-03,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-04,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-05,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-06,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-07,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-10,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-11,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-12,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-13,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-14,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-17,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-18,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-19,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-20,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-21,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-24,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-25,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-26,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-27,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-28,95.91,1789.79,2014.18,37585.68,Mar-25
2025-03-31,95.91,1789.79,2014.18,37585.68,Mar-25
2025-04-01,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-02,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-03,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-04,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-07,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-08,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-09,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-10,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-11,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-14,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-15,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-16,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-17,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-18,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-21,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-22,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-23,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-24,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-25,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-28,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-29,124.32,1283.11,2735.02,28228.45,Apr-25
2025-04-30,124.32,1283.11,2735.02,28228.45,Apr-25
2025-05-01,535.15,3074.65,11773.25,67642.34,May-25
2025-05-02,535.15,3074.65,11773.25,67642.34,May-25
2025-05-05,535.15,3074.65,11773.25,67642.34,May-25
2025-05-06,535.15,3074.65,11773.25,67642.34,May-25
2025-05-07,535.15,3074.65,11773.25,67642.34,May-25
2025-05-08,535.15,3074.65,11773.25,67642.34,May-25
2025-05-09,535.15,3074.65,11773.25,67642.34,May-25
2025-05-12,535.15,3074.65,11773.25,67642.34,May-25
2025-05-13,535.15,3074.65,11773.25,67642.34,May-25
2025-05-14,535.15,3074.65,11773.25,67642.34,May-25
2025-05-15,535.15,3074.65,11773.25,67642.34,May-25
2025-05-16,535.15,3074.65,11773.25,67642.34,May-25
2025-05-19,535.15,3074.65,11773.25,67642.34,May-25
2025-05-20,535.15,3074.65,11773.25,67642.34,May-25
2025-05-21,535.15,3074.65,11773.25,67642.34,May-25
2025-05-22,535.15,3074.65,11773.25,67642.34,May-25
2025-05-23,535.15,3074.65,11773.25,67642.34,May-25
2025-05-26,535.15,3074.65,11773.25,67642.34,May-25
2025-05-27,535.15,3074.65,11773.25,67642.34,May-25
2025-05-28,535.15,3074.65,11773.25,67642.34,May-25
2025-05-29,535.15,3074.65,11773.25,67642.34,May-25
2025-05-30,535.15,3074.65,11773.25,67642.34,May-25
2025-06-02,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-03,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-04,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-05,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-06,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-09,356.62,3460.66,7488.98,72673.91,Jun-25
2025-06-10,356.62,3460.66,7488.98,72673.91,Jun-25
