date,y3m,y2y,y5y,y10y,repo,spread_10_2,spread_10_3m,policy_gap,yc_score,yc_regime,source
2026-03-24,6.38,6.62,6.7,6.68,6.0,0.06,0.3,0.38,33,Slowdown,fallback_march_2026
